aishe_code,institution_name,category,state,district,university_affiliation,source_year,verification_status,is_premium,naac_grade,established_year,cei_id,removal_reason
university-college-institute-c-chikmagalur,University College Institute Chikmagalur,College,Karnataka,Davangere,,2020-21,UNVERIFIED,True,,,CEI-IN-4A3B21A03B83,INVALID_AISHE_FORMAT
university-college-institute-c-chamarajanagar,University College Institute Chamarajanagar,College,Karnataka,Kolar,,2020-21,UNVERIFIED,True,,,CEI-IN-7EE441E10A29,INVALID_AISHE_FORMAT
bms-college-of-engineering,B.M.S. College of Engineering,College,Karnataka,Bengaluru Urban,VTU (Autonomous),2020-21,UNVERIFIED,True,A++,1946,CEI-IN-350ED0556D88,INVALID_AISHE_FORMAT
karnataka-state-law-university,Karnataka State Law University,College,Karnataka,Dharwad,Bar Council of India,2020-21,UNVERIFIED,True,A,2009,CEI-IN-2ECD0FB8C2F6,INVALID_AISHE_FORMAT
college-of-engineering-centre--tumkur,College of Engineering Centre Tumkur,College,Karnataka,Raichur,,2020-21,UNVERIFIED,True,,,CEI-IN-D8326E8C8381,INVALID_AISHE_FORMAT
institute-of-technology-udupi-udupi,Institute of Technology Udupi,College,Karnataka,Hassan,,2020-21,UNVERIFIED,True,,,CEI-IN-A1CA8D446659,INVALID_AISHE_FORMAT
institute-of-technology-campus-gadag,Institute of Technology Campus Gadag,College,Karnataka,Belgaum,,2020-21,UNVERIFIED,True,,,CEI-IN-98D588163673,INVALID_AISHE_FORMAT
engineering-college-campus-man-mangalore,Engineering College Campus Mangalore,College,Karnataka,Udupi,,2020-21,UNVERIFIED,True,,,CEI-IN-4D15E9637297,INVALID_AISHE_FORMAT
institute-of-technology-gadag-gadag,Institute of Technology Gadag,College,Karnataka,Hassan,,2020-21,UNVERIFIED,True,,,CEI-IN-DFF998B0F4BE,INVALID_AISHE_FORMAT
iiit-bangalore,International Institute of Information Technology Bangalore,College,Karnataka,Bengaluru Urban,UGC - Deemed University,2020-21,UNVERIFIED,True,A+,1999,CEI-IN-1282C692CB95,INVALID_AISHE_FORMAT
manipal-academy-of-higher-education,Manipal Academy of Higher Education,College,Karnataka,Udupi,UGC - Deemed University,2020-21,UNVERIFIED,True,A++,1953,CEI-IN-01EAFE11DC23,INVALID_AISHE_FORMAT
st-johns-medical-college,St. John's Medical College,College,Karnataka,Bengaluru Urban,RGUHS,2020-21,UNVERIFIED,True,NA,1963,CEI-IN-9D8FCC3F82D6,INVALID_AISHE_FORMAT
christ-university-bengaluru,Christ (Deemed to be University),College,Karnataka,Bengaluru Urban,UGC - Deemed University,2020-21,UNVERIFIED,True,A,1969,CEI-IN-9CC9EE7B3188,INVALID_AISHE_FORMAT
college-of-engineering-campus--tumkur,College of Engineering Campus Tumkur,College,Karnataka,Shimoga,,2020-21,UNVERIFIED,True,,,CEI-IN-5F8094579747,INVALID_AISHE_FORMAT
institute-of-technology-centre-udupi,Institute of Technology Centre Udupi,College,Karnataka,Tumkur,,2020-21,UNVERIFIED,True,,,CEI-IN-56812F5F4D59,INVALID_AISHE_FORMAT
technical-institute-and-resear-bijapur,Technical Institute and Research Bijapur,College,Karnataka,Bidar,,2020-21,UNVERIFIED,True,,,CEI-IN-79C85D3D84E5,INVALID_AISHE_FORMAT
university-college-and-technol-raichur,University College and Technology Raichur,College,Karnataka,Bijapur,,2020-21,UNVERIFIED,True,,,CEI-IN-C9AED2CD58BA,INVALID_AISHE_FORMAT
college-of-engineering-and-res-tumkur,College of Engineering and Research Tumkur,College,Karnataka,Dharwad,,2020-21,UNVERIFIED,True,,,CEI-IN-2D22EEF97489,INVALID_AISHE_FORMAT
bms-institute-of-technology-ma-bengaluru,BMS Institute of Technology & Management,College,Karnataka,Bengaluru,,2020-21,UNVERIFIED,True,,,CEI-IN-026F8CA7EF72,INVALID_AISHE_FORMAT
rv-college-of-engineering,Rashtreeya Vidyalaya College of Engineering,College,Karnataka,Bengaluru Urban,VTU (Autonomous),2020-21,UNVERIFIED,True,A+,1963,CEI-IN-1087EB7A2EBC,INVALID_AISHE_FORMAT
pes-university,PES University,College,Karnataka,Bengaluru Urban,UGC,2020-21,UNVERIFIED,True,A,2013,CEI-IN-75A30CA81A59,INVALID_AISHE_FORMAT
jss-academy-of-higher-education-and-research,JSS Academy of Higher Education and Research,College,Karnataka,Mysuru,UGC - Deemed University,2020-21,UNVERIFIED,True,A+,2008,CEI-IN-3BB5ED9B8E67,INVALID_AISHE_FORMAT
institute-of-technology-and-te-mysore,Institute of Technology and Technology Mysore,College,Karnataka,Belgaum,,2020-21,UNVERIFIED,True,,,CEI-IN-6051A1C07E09,INVALID_AISHE_FORMAT
technical-institute-centre-hub-hubli,Technical Institute Centre Hubli,College,Karnataka,Bidar,,2020-21,UNVERIFIED,True,,,CEI-IN-70F18254E4F9,INVALID_AISHE_FORMAT
university-college-centre-shim-shimoga,University College Centre Shimoga,College,Karnataka,Kolar,,2020-21,UNVERIFIED,True,,,CEI-IN-6E7FB6B7CDCF,INVALID_AISHE_FORMAT
university-college-and-researc-dharwad,University College and Research Dharwad,College,Karnataka,Kolar,,2020-21,UNVERIFIED,True,,,CEI-IN-014531D9632D,INVALID_AISHE_FORMAT
technical-institute-institute--kolar,Technical Institute Institute Kolar,College,Karnataka,Bidar,,2020-21,UNVERIFIED,True,,,CEI-IN-0698438D59E5,INVALID_AISHE_FORMAT
bangalore-medical-college-research-institute,Bangalore Medical College and Research Institute,College,Karnataka,Bengaluru Urban,RGUHS,2020-21,UNVERIFIED,True,NA,1955,CEI-IN-AE2F5B1BCD9A,INVALID_AISHE_FORMAT
university-college-and-researc-chikmagalur,University College and Research Chikmagalur,College,Karnataka,Kolar,,2020-21,UNVERIFIED,True,,,CEI-IN-09F3FE41E401,INVALID_AISHE_FORMAT
technical-institute-and-techno-bijapur,Technical Institute and Technology Bijapur,College,Karnataka,Chitradurga,,2020-21,UNVERIFIED,True,,,CEI-IN-26FAB166939A,INVALID_AISHE_FORMAT
college-of-engineering-campus--hassan,College of Engineering Campus Hassan,College,Karnataka,Bangalore Urban,,2020-21,UNVERIFIED,True,,,CEI-IN-CC6B0FC16143,INVALID_AISHE_FORMAT
engineering-college-chitradurg-chitradurga,Engineering College Chitradurga,College,Karnataka,Mysore,,2020-21,UNVERIFIED,True,,,CEI-IN-153DF372CFCD,INVALID_AISHE_FORMAT
technical-institute-bagalkot-bagalkot,Technical Institute Bagalkot,College,Karnataka,Bellary,,2020-21,UNVERIFIED,True,,,CEI-IN-6E7D24D0496F,INVALID_AISHE_FORMAT
college-of-engineering-and-tec-bangalore,College of Engineering and Technology Bangalore,College,Karnataka,Shimoga,,2020-21,UNVERIFIED,True,,,CEI-IN-150FCBC8CF01,INVALID_AISHE_FORMAT
symbiosis-bengaluru,"Symbiosis International University, Bengaluru",College,Karnataka,Bengaluru Urban,,2020-21,UNVERIFIED,True,A++,2008,CEI-IN-1019AA7BA383,INVALID_AISHE_FORMAT
rajiv-gandhi-university-of-health-sciences,Rajiv Gandhi University of Health Sciences,College,Karnataka,Bengaluru Urban,NMC,2020-21,UNVERIFIED,True,NA,1996,CEI-IN-05AFF1FFBE9A,INVALID_AISHE_FORMAT
university-of-agricultural-sciences-bangalore,"University of Agricultural Sciences, Bangalore",College,Karnataka,Bengaluru Urban,ICAR,2020-21,UNVERIFIED,True,A,1963,CEI-IN-DC67733EFCC6,INVALID_AISHE_FORMAT
st-josephs-university-bengaluru,St. Joseph's University,College,Karnataka,Bengaluru Urban,UGC,2020-21,UNVERIFIED,True,A++,1882,CEI-IN-04D2DC65093F,INVALID_AISHE_FORMAT
college-of-engineering-bangalore,College of Engineering,College,Karnataka,Bangalore Urban,,2020-21,UNVERIFIED,True,,,CEI-IN-4F26D980979F,INVALID_AISHE_FORMAT
university-college-chamarajana-chamarajanagar,University College Chamarajanagar,College,Karnataka,Hubli,,2020-21,UNVERIFIED,True,,,CEI-IN-369DAD64D9AF,INVALID_AISHE_FORMAT
technical-institute-campus-hub-hubli,Technical Institute Campus Hubli,College,Karnataka,Bellary,,2020-21,UNVERIFIED,True,,,CEI-IN-D88E134B2C4C,INVALID_AISHE_FORMAT
university-college-centre-dhar-dharwad,University College Centre Dharwad,College,Karnataka,Davangere,,2020-21,UNVERIFIED,True,,,CEI-IN-8DB873FD9199,INVALID_AISHE_FORMAT
technical-institute-institute--davangere,Technical Institute Institute Davangere,College,Karnataka,Bidar,,2020-21,UNVERIFIED,True,,,CEI-IN-81FD547580CA,INVALID_AISHE_FORMAT
university-college-campus-shim-shimoga,University College Campus Shimoga,College,Karnataka,Bijapur,,2020-21,UNVERIFIED,True,,,CEI-IN-63BE050DA057,INVALID_AISHE_FORMAT
institute-of-technology-and-re-udupi,Institute of Technology and Research Udupi,College,Karnataka,Bangalore Rural,,2020-21,UNVERIFIED,True,,,CEI-IN-37247C948A05,INVALID_AISHE_FORMAT
engineering-college-and-techno-bidar,Engineering College and Technology Bidar,College,Karnataka,Mysore,,2020-21,UNVERIFIED,True,,,CEI-IN-05E583EF1CA0,INVALID_AISHE_FORMAT
technical-institute-institute--bijapur,Technical Institute Institute Bijapur,College,Karnataka,Mangalore,,2020-21,UNVERIFIED,True,,,CEI-IN-D00B24C8D733,INVALID_AISHE_FORMAT
engineering-college-and-resear-haveri,Engineering College and Research Haveri,College,Karnataka,Mandya,,2020-21,UNVERIFIED,True,,,CEI-IN-3FD000C4A1F5,INVALID_AISHE_FORMAT
engineering-college-and-techno-mangalore,Engineering College and Technology Mangalore,College,Karnataka,Mysore,,2020-21,UNVERIFIED,True,,,CEI-IN-D3EC29577FB7,INVALID_AISHE_FORMAT
engineering-college-institute--mangalore,Engineering College Institute Mangalore,College,Karnataka,Gulbarga,,2020-21,UNVERIFIED,True,,,CEI-IN-18925644B48C,INVALID_AISHE_FORMAT
institute-of-technology-centre-gadag,Institute of Technology Centre Gadag,College,Karnataka,Tumkur,,2020-21,UNVERIFIED,True,,,CEI-IN-98014D86A980,INVALID_AISHE_FORMAT
university-of-mysore,University of Mysore,College,Karnataka,Mysuru,UGC,2020-21,UNVERIFIED,True,A,1916,CEI-IN-F205A053F660,INVALID_AISHE_FORMAT
kle-technological-university,KLE Technological University,College,Karnataka,Dharwad,UGC,2020-21,UNVERIFIED,True,NA,2015,CEI-IN-238A528618CB,INVALID_AISHE_FORMAT
college-of-engineering-institu-kodagu,College of Engineering Institute Kodagu,College,Karnataka,Dharwad,,2020-21,UNVERIFIED,True,,,CEI-IN-84BB0F9123E2,INVALID_AISHE_FORMAT
engineering-college-centre-hav-haveri,Engineering College Centre Haveri,College,Karnataka,Gulbarga,,2020-21,UNVERIFIED,True,,,CEI-IN-FA9F0B6329B3,INVALID_AISHE_FORMAT
college-of-engineering-and-tec-belgaum,College of Engineering and Technology Belgaum,College,Karnataka,Bangalore Urban,,2020-21,UNVERIFIED,True,,,CEI-IN-0A0CE3973264,INVALID_AISHE_FORMAT
university-college-shimoga-shimoga,University College Shimoga,College,Karnataka,Hubli,,2020-21,UNVERIFIED,True,,,CEI-IN-A8D071D6E862,INVALID_AISHE_FORMAT
college-of-engineering-centre--kodagu,College of Engineering Centre Kodagu,College,Karnataka,Raichur,,2020-21,UNVERIFIED,True,,,CEI-IN-37EF1E25543F,INVALID_AISHE_FORMAT
bms-college-of-engineering-bengaluru,B.M.S. College of Engineering,College,Karnataka,Bengaluru,,2020-21,UNVERIFIED,True,,,CEI-IN-F7395CF08C87,INVALID_AISHE_FORMAT
karnatak-university-dharwad,Karnatak University,College,Karnataka,Dharwad,UGC,2020-21,UNVERIFIED,True,A,1949,CEI-IN-8624869BFFEB,INVALID_AISHE_FORMAT
central-university-of-karnataka,Central University of Karnataka,College,Karnataka,Kalaburagi,UGC,2020-21,UNVERIFIED,True,NA,2009,CEI-IN-7D1EF16C096A,INVALID_AISHE_FORMAT
institute-of-technology-campus-mandya,Institute of Technology Campus Mandya,College,Karnataka,Hassan,,2020-21,UNVERIFIED,True,,,CEI-IN-DA7964D4298A,INVALID_AISHE_FORMAT
technical-institute-centre-bag-bagalkot,Technical Institute Centre Bagalkot,College,Karnataka,Mangalore,,2020-21,UNVERIFIED,True,,,CEI-IN-FE9A8EF17ABA,INVALID_AISHE_FORMAT
engineering-college-and-techno-chitradurga,Engineering College and Technology Chitradurga,College,Karnataka,Udupi,,2020-21,UNVERIFIED,True,,,CEI-IN-39E1183E2E4F,INVALID_AISHE_FORMAT
dayananda-sagar-college-of-eng-bengaluru,Dayananda Sagar College of Engineering,College,Karnataka,Bengaluru,,2020-21,UNVERIFIED,True,,,CEI-IN-47C6095EEF15,INVALID_AISHE_FORMAT
nit-surathkal,"National Institute of Technology Karnataka (NITK), Surathkal",College,Karnataka,Mangalore,,2020-21,UNVERIFIED,True,,,CEI-IN-6FCA1F6621A1,INVALID_AISHE_FORMAT
rvce-bangalore,RV College of Engineering (RVCE),College,Karnataka,Bangalore,,2020-21,UNVERIFIED,True,,,CEI-IN-EADF25B86CBB,INVALID_AISHE_FORMAT
visvesvaraya-technological-university,Visvesvaraya Technological University,College,Karnataka,Belagavi,AICTE,2020-21,UNVERIFIED,True,B++,1998,CEI-IN-275B5E816727,INVALID_AISHE_FORMAT
university-visvesvaraya-college-of-engineering,University Visvesvaraya College of Engineering,College,Karnataka,Bengaluru Urban,UVCE University (Autonomous),2020-21,UNVERIFIED,True,NA,1917,CEI-IN-6371F2FDE0EC,INVALID_AISHE_FORMAT
engineering-college-and-resear-bellary,Engineering College and Research Bellary,College,Karnataka,Gulbarga,,2020-21,UNVERIFIED,True,,,CEI-IN-C34D1861152B,INVALID_AISHE_FORMAT
engineering-college-and-techno-bellary,Engineering College and Technology Bellary,College,Karnataka,Udupi,,2020-21,UNVERIFIED,True,,,CEI-IN-FD5348CA6EA8,INVALID_AISHE_FORMAT
technical-institute-and-resear-kolar,Technical Institute and Research Kolar,College,Karnataka,Mangalore,,2020-21,UNVERIFIED,True,,,CEI-IN-A28B349C9AF8,INVALID_AISHE_FORMAT
college-of-engineering-tumkur-tumkur,College of Engineering Tumkur,College,Karnataka,Bangalore Urban,,2020-21,UNVERIFIED,True,,,CEI-IN-259D4172DF16,INVALID_AISHE_FORMAT
university-college-centre-raic-raichur,University College Centre Raichur,College,Karnataka,Davangere,,2020-21,UNVERIFIED,True,,,CEI-IN-DEF452E044E1,INVALID_AISHE_FORMAT
college-of-engineering-hassan-hassan,College of Engineering Hassan,College,Karnataka,Shimoga,,2020-21,UNVERIFIED,True,,,CEI-IN-4C60FAFEA432,INVALID_AISHE_FORMAT
bit-bangalore,Bangalore Institute of Technology,College,Karnataka,VV Puram,,2020-21,UNVERIFIED,True,,,CEI-IN-0E5D40262BE6,INVALID_AISHE_FORMAT
college-of-engineering-trivandrum,College of Engineering Trivandrum,College,Kerala,Thiruvananthapuram,KTU,2020-21,UNVERIFIED,True,A,1939,CEI-IN-C476EAA20F0A,INVALID_AISHE_FORMAT
apj-abdul-kalam-technological-university,APJ Abdul Kalam Technological University,College,Kerala,Thiruvananthapuram,UGC,2020-21,UNVERIFIED,True,NA,2014,CEI-IN-2566E01B441A,INVALID_AISHE_FORMAT
nuals-kochi,National University of Advanced Legal Studies,College,Kerala,Ernakulam,Bar Council of India,2020-21,UNVERIFIED,True,A,2005,CEI-IN-706B790474FD,INVALID_AISHE_FORMAT
thunchath-ezhuthachan-malayalam-university,Thunchath Ezhuthachan Malayalam University,College,Kerala,Malappuram,UGC,2020-21,UNVERIFIED,True,B+,2012,CEI-IN-785BC57E927B,INVALID_AISHE_FORMAT
iit-palakkad,Indian Institute of Technology Palakkad,College,Kerala,Palakkad,,2020-21,UNVERIFIED,True,NA,2015,CEI-IN-BF2D3A2D55B1,INVALID_AISHE_FORMAT
sctimst-trivandrum,Sree Chitra Tirunal Institute for Medical Sciences and Technology,College,Kerala,Thiruvananthapuram,,2020-21,UNVERIFIED,True,NA,1973,CEI-IN-495DAB4EAA76,INVALID_AISHE_FORMAT
university-of-kerala,University of Kerala,College,Kerala,Thiruvananthapuram,UGC,2020-21,UNVERIFIED,True,A++,1937,CEI-IN-07F458E2D165,INVALID_AISHE_FORMAT
cusat-kochi,Cochin University of Science and Technology,College,Kerala,Ernakulam,UGC,2020-21,UNVERIFIED,True,A+,1971,CEI-IN-EDEC8069F874,INVALID_AISHE_FORMAT
university-of-calicut,University of Calicut,College,Kerala,Malappuram,UGC,2020-21,UNVERIFIED,True,A+,1968,CEI-IN-F560BF648CD8,INVALID_AISHE_FORMAT
kvasu-wayanad,Kerala Veterinary and Animal Sciences University,College,Kerala,Wayanad,VCI,2020-21,UNVERIFIED,True,NA,2010,CEI-IN-788962399C07,INVALID_AISHE_FORMAT
nit-calicut,National Institute of Technology Calicut,College,Kerala,Kozhikode,,2020-21,UNVERIFIED,True,NA,1961,CEI-IN-7484CDF594E6,INVALID_AISHE_FORMAT
chinmaya-vishwavidyapeeth,Chinmaya Vishwavidyapeeth,College,Kerala,Ernakulam,UGC - Deemed University,2020-21,UNVERIFIED,True,A,2016,CEI-IN-4284A9D1A9DF,INVALID_AISHE_FORMAT
national-institute-of-technolo-kozhikode,National Institute of Technology Calicut,College,Kerala,Kozhikode,,2020-21,UNVERIFIED,True,,,CEI-IN-AA356D08827D,INVALID_AISHE_FORMAT
government-engineering-college-thrissur,Government Engineering College Thrissur,College,Kerala,Thrissur,,2020-21,UNVERIFIED,True,,,CEI-IN-4B9A91B45605,INVALID_AISHE_FORMAT
iist-thiruvananthapuram,Indian Institute of Space Science and Technology,College,Kerala,Thiruvananthapuram,UGC - Deemed University,2020-21,UNVERIFIED,True,A+,2007,CEI-IN-B0B3BDB6FB15,INVALID_AISHE_FORMAT
kerala-agricultural-university,Kerala Agricultural University,College,Kerala,Thrissur,ICAR,2020-21,UNVERIFIED,True,NA,1971,CEI-IN-E910EE48C02A,INVALID_AISHE_FORMAT
tkm-college-of-engineering,Thangal Kunju Musaliar College of Engineering,College,Kerala,Kollam,KTU (Autonomous),2020-21,UNVERIFIED,True,A,1958,CEI-IN-7337E933D4DC,INVALID_AISHE_FORMAT
kerala-kalamandalam,Kerala Kalamandalam,College,Kerala,Thrissur,UGC - Deemed University,2020-21,UNVERIFIED,True,A,1930,CEI-IN-87C66BCE2FBF,INVALID_AISHE_FORMAT
iim-kozhikode,Indian Institute of Management Kozhikode,College,Kerala,Kozhikode,,2020-21,UNVERIFIED,True,NA,1996,CEI-IN-E8286145B3BB,INVALID_AISHE_FORMAT
govt-medical-college-thiruvananthapuram,"Government Medical College, Thiruvananthapuram",College,Kerala,Thiruvananthapuram,KUHS,2020-21,UNVERIFIED,True,NA,1951,CEI-IN-DAA923B67EDC,INVALID_AISHE_FORMAT
sacred-heart-college-thevara,"Sacred Heart College, Thevara",College,Kerala,Ernakulam,MG University (Autonomous),2020-21,UNVERIFIED,True,A++,1944,CEI-IN-7ED53F8EEEB3,INVALID_AISHE_FORMAT
st-teresa-college-ernakulam,St. Teresa's College,College,Kerala,Ernakulam,MG University (Autonomous),2020-21,UNVERIFIED,True,A++,1925,CEI-IN-9C0D493AB082,INVALID_AISHE_FORMAT
mahatma-gandhi-university-kerala,Mahatma Gandhi University,College,Kerala,Kottayam,UGC,2020-21,UNVERIFIED,True,A++,1983,CEI-IN-20EFFC80E3C4,INVALID_AISHE_FORMAT
farook-college-calicut,Farook College,College,Kerala,Kozhikode,Calicut University (Autonomous),2020-21,UNVERIFIED,True,A+,1948,CEI-IN-7D1804D00C3E,INVALID_AISHE_FORMAT
iiser-thiruvananthapuram,Indian Institute of Science Education and Research Thiruvananthapuram,College,Kerala,Thiruvananthapuram,,2020-21,UNVERIFIED,True,NA,2008,CEI-IN-1366CB03D4DA,INVALID_AISHE_FORMAT
rajagiri-school-of-engineering-and-technology,Rajagiri School of Engineering & Technology,College,Kerala,Ernakulam,KTU (Autonomous),2020-21,UNVERIFIED,True,A,2001,CEI-IN-25A4506D0AC3,INVALID_AISHE_FORMAT
university-college-thiruvananthapuram,"University College, Thiruvananthapuram",College,Kerala,Thiruvananthapuram,University of Kerala,2020-21,UNVERIFIED,True,A,1866,CEI-IN-74F1D7309B41,INVALID_AISHE_FORMAT
central-university-of-kerala,Central University of Kerala,College,Kerala,Kasaragod,UGC,2020-21,UNVERIFIED,True,A,2009,CEI-IN-E085D9F9B9EA,INVALID_AISHE_FORMAT
amrita-vishwa-vidyapeetham-amritapuri,Amrita Vishwa Vidyapeetham,College,Kerala,Kollam,UGC - Deemed University,2020-21,UNVERIFIED,True,A++,2003,CEI-IN-D67C4AF8795D,INVALID_AISHE_FORMAT
kannur-university,Kannur University,College,Kerala,Kannur,UGC,2020-21,UNVERIFIED,True,B++,1996,CEI-IN-D3521EE4E529,INVALID_AISHE_FORMAT
model-engineering-college-thrikkakara,Government Model Engineering College,College,Kerala,Ernakulam,KTU,2020-21,UNVERIFIED,True,A,1989,CEI-IN-F2FA5956B864,INVALID_AISHE_FORMAT
kufos-kochi,Kerala University of Fisheries and Ocean Studies,College,Kerala,Ernakulam,ICAR,2020-21,UNVERIFIED,True,NA,2010,CEI-IN-F2EC3714CDC4,INVALID_AISHE_FORMAT
kerala-university-of-health-sciences,Kerala University of Health Sciences,College,Kerala,Thrissur,NMC,2020-21,UNVERIFIED,True,NA,2010,CEI-IN-F02F8461083B,INVALID_AISHE_FORMAT
govt-medical-college-kozhikode,"Government Medical College, Kozhikode",College,Kerala,Kozhikode,KUHS,2020-21,UNVERIFIED,True,NA,1957,CEI-IN-0F6AFD5F31F0,INVALID_AISHE_FORMAT
government-degree-college-khaltsi,"Government Degree College, Khaltsi",College,Ladakh,Leh,University of Ladakh,2020-21,UNVERIFIED,True,NA,2019,CEI-IN-11876840FE43,INVALID_AISHE_FORMAT
government-medical-college-leh,"Government Medical College, Leh",College,Ladakh,Leh,University of Ladakh,2020-21,UNVERIFIED,True,NA,2022,CEI-IN-7D659AD14211,INVALID_AISHE_FORMAT
eliezer-joldan-memorial-college-leh,Eliezer Joldan Memorial College,College,Ladakh,Leh,University of Ladakh,2020-21,UNVERIFIED,True,B,1994,CEI-IN-C83D8A2ABF57,INVALID_AISHE_FORMAT
government-degree-college-nubra,"Government Degree College, Nubra",College,Ladakh,Leh,University of Ladakh,2020-21,UNVERIFIED,True,NA,2011,CEI-IN-525610BD6CC2,INVALID_AISHE_FORMAT
university-of-ladakh,University of Ladakh,College,Ladakh,Leh,UGC,2020-21,UNVERIFIED,True,NA,2019,CEI-IN-DD0F7BA61F60,INVALID_AISHE_FORMAT
government-degree-college-kargil,"Government Degree College, Kargil",College,Ladakh,Kargil,University of Ladakh,2020-21,UNVERIFIED,True,B,1995,CEI-IN-84B9553C881D,INVALID_AISHE_FORMAT
government-degree-college-drass,"Government Degree College, Drass",College,Ladakh,Kargil,University of Ladakh,2020-21,UNVERIFIED,True,NA,2018,CEI-IN-55698DFA5A54,INVALID_AISHE_FORMAT
central-institute-of-buddhist-studies,Central Institute of Buddhist Studies,College,Ladakh,Leh,UGC - Deemed University,2020-21,UNVERIFIED,True,NA,1959,CEI-IN-6721E0D17FAD,INVALID_AISHE_FORMAT
government-polytechnic-kargil,"Government Polytechnic, Kargil",College,Ladakh,Kargil,AICTE,2020-21,UNVERIFIED,True,NA,2012,CEI-IN-E31FCD531106,INVALID_AISHE_FORMAT
government-degree-college-zanskar,"Government Degree College, Zanskar",College,Ladakh,Kargil,University of Ladakh,2020-21,UNVERIFIED,True,NA,2011,CEI-IN-8027EEBF6950,INVALID_AISHE_FORMAT
government-polytechnic-leh,"Government Polytechnic, Leh",College,Ladakh,Leh,AICTE,2020-21,UNVERIFIED,True,NA,1987,CEI-IN-F516E6BD160A,INVALID_AISHE_FORMAT
national-institute-of-sowa-rigpa,National Institute of Sowa Rigpa,College,Ladakh,Leh,University of Ladakh,2020-21,UNVERIFIED,True,NA,2010,CEI-IN-94E859214483,INVALID_AISHE_FORMAT
calicut-university-centre-kadmat,"Calicut University Centre, Kadmat",College,Lakshadweep,Lakshadweep,University of Calicut,2020-21,UNVERIFIED,True,NA,2005,CEI-IN-1B9D7C1DC0FC,INVALID_AISHE_FORMAT
pm-sayeed-calicut-university-centre-androth,P.M. Sayeed Calicut University Centre,College,Lakshadweep,Lakshadweep,University of Calicut,2020-21,UNVERIFIED,True,NA,2005,CEI-IN-3A3B0B22A182,INVALID_AISHE_FORMAT
diet-lakshadweep,District Institute of Education and Training,College,Lakshadweep,Lakshadweep,SCERT,2020-21,UNVERIFIED,True,NA,1999,CEI-IN-906047279145,INVALID_AISHE_FORMAT
government-iti-kavaratti,"Government Industrial Training Institute, Kavaratti",College,Lakshadweep,Lakshadweep,NCVT,2020-21,UNVERIFIED,True,NA,1976,CEI-IN-BB8EED47EC00,INVALID_AISHE_FORMAT
mahatma-gandhi-college-androth,Mahatma Gandhi College,College,Lakshadweep,Lakshadweep,University of Calicut,2020-21,UNVERIFIED,True,NA,1994,CEI-IN-445DDCE0C5BF,INVALID_AISHE_FORMAT
govt-jawaharlal-nehru-college-lakshadweep,Government Jawaharlal Nehru College,College,Lakshadweep,Lakshadweep,Pondicherry University,2020-21,UNVERIFIED,True,B,1972,CEI-IN-2BF4BD01787D,INVALID_AISHE_FORMAT
calicut-university-centre-kavaratti,"Calicut University Centre, Kavaratti",College,Lakshadweep,Lakshadweep,University of Calicut,2020-21,UNVERIFIED,True,NA,2005,CEI-IN-17DC781FBCDD,INVALID_AISHE_FORMAT
iiser-bhopal,Indian Institute of Science Education and Research Bhopal,College,Madhya Pradesh,Bhopal,,2020-21,UNVERIFIED,True,,2008,CEI-IN-9606A6FA2D3A,INVALID_AISHE_FORMAT
ies-college-of-technology-bhop-bhopal,IES College of Technology Bhopal,College,Madhya Pradesh,Bhopal,,2020-21,UNVERIFIED,True,,,CEI-IN-FA566079AF59,INVALID_AISHE_FORMAT
sgsits-indore,Shri Govindram Seksaria Institute of Technology and Science,College,Madhya Pradesh,Indore,RGPV Bhopal,2020-21,UNVERIFIED,True,,1952,CEI-IN-5744CBBE2291,INVALID_AISHE_FORMAT
gmc-bhopal,Gandhi Medical College,College,Madhya Pradesh,Bhopal,MPMSU Jabalpur,2020-21,UNVERIFIED,True,,1955,CEI-IN-A16EC13A38EC,INVALID_AISHE_FORMAT
mpmsu-jabalpur,Madhya Pradesh Medical Science University,College,Madhya Pradesh,Jabalpur,,2020-21,UNVERIFIED,True,,2011,CEI-IN-898DAF4770F8,INVALID_AISHE_FORMAT
indian-institute-of-technology-indore,Indian Institute of Technology Indore,College,Madhya Pradesh,Indore,,2020-21,UNVERIFIED,True,,,CEI-IN-0DECEC83C6A4,INVALID_AISHE_FORMAT
iiitdm-jabalpur,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing",College,Madhya Pradesh,Jabalpur,,2020-21,UNVERIFIED,True,,2005,CEI-IN-8F69C1D8A9FD,INVALID_AISHE_FORMAT
lnct-bhopal,Lakshmi Narain College of Technology,College,Madhya Pradesh,Bhopal,RGPV Bhopal,2020-21,UNVERIFIED,True,,,CEI-IN-01BB722CAAA4,INVALID_AISHE_FORMAT
amity-university-gwalior-gwalior,Amity University Gwalior,College,Madhya Pradesh,Gwalior,,2020-21,UNVERIFIED,True,,,CEI-IN-7FF8A89300C0,INVALID_AISHE_FORMAT
manit-bhopal,Maulana Azad National Institute of Technology,College,Madhya Pradesh,Bhopal,,2020-21,UNVERIFIED,True,,1960,CEI-IN-328804760C4C,INVALID_AISHE_FORMAT
abv-iiitm-gwalior,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,College,Madhya Pradesh,Gwalior,,2020-21,UNVERIFIED,True,,1997,CEI-IN-8E65CA9640C2,INVALID_AISHE_FORMAT
